"exp_index","subject","block","accuracy","probability_10","observer","outcome","evaluation"
"exp1",61,"observer",NA,NA,"sophisticated","fail10",3
"exp1",61,"observer",NA,NA,"sophisticated","fail20",0
"exp1",61,"observer",NA,NA,"sophisticated","pass10",89
"exp1",61,"observer",NA,NA,"sophisticated","pass20",100
"exp1",62,"observer",NA,NA,"naive","fail10",35
"exp1",62,"observer",NA,NA,"naive","fail20",5
"exp1",62,"observer",NA,NA,"naive","pass10",100
"exp1",62,"observer",NA,NA,"naive","pass20",82
"exp1",62,"observer",NA,NA,"sophisticated","fail10",76
"exp1",62,"observer",NA,NA,"sophisticated","fail20",5
"exp1",62,"observer",NA,NA,"sophisticated","pass10",100
"exp1",62,"observer",NA,NA,"sophisticated","pass20",47
"exp1",63,"observer",NA,NA,"naive","fail10",12
"exp1",63,"observer",NA,NA,"naive","fail20",13
"exp1",63,"observer",NA,NA,"naive","pass10",62
"exp1",63,"observer",NA,NA,"naive","pass20",87
"exp1",63,"observer",NA,NA,"sophisticated","fail10",12
"exp1",63,"observer",NA,NA,"sophisticated","fail20",13
"exp1",63,"observer",NA,NA,"sophisticated","pass10",63
"exp1",63,"observer",NA,NA,"sophisticated","pass20",87
"exp1",64,"observer",NA,NA,"naive","fail10",20
"exp1",64,"observer",NA,NA,"naive","fail20",4
"exp1",64,"observer",NA,NA,"naive","pass10",95
"exp1",64,"observer",NA,NA,"naive","pass20",76
"exp1",64,"observer",NA,NA,"sophisticated","fail10",20
"exp1",64,"observer",NA,NA,"sophisticated","fail20",4
"exp1",64,"observer",NA,NA,"sophisticated","pass10",95
"exp1",64,"observer",NA,NA,"sophisticated","pass20",76
"exp1",65,"observer",NA,NA,"naive","fail10",69
"exp1",65,"observer",NA,NA,"naive","fail20",11
"exp1",65,"observer",NA,NA,"naive","pass10",94
"exp1",65,"observer",NA,NA,"naive","pass20",77
"exp1",65,"observer",NA,NA,"sophisticated","fail10",16
"exp1",65,"observer",NA,NA,"sophisticated","fail20",58
"exp1",65,"observer",NA,NA,"sophisticated","pass10",79
"exp1",65,"observer",NA,NA,"sophisticated","pass20",57
"exp1",66,"observer",NA,NA,"naive","fail10",0
"exp1",66,"observer",NA,NA,"naive","fail20",32
"exp1",66,"observer",NA,NA,"naive","pass10",86
"exp1",66,"observer",NA,NA,"naive","pass20",59
"exp1",66,"observer",NA,NA,"sophisticated","fail10",0
"exp1",66,"observer",NA,NA,"sophisticated","fail20",32
"exp1",66,"observer",NA,NA,"sophisticated","pass10",86
"exp1",66,"observer",NA,NA,"sophisticated","pass20",59
"exp1",67,"observer",NA,NA,"naive","fail10",11
"exp1",67,"observer",NA,NA,"naive","fail20",0
"exp1",67,"observer",NA,NA,"naive","pass10",61
"exp1",67,"observer",NA,NA,"naive","pass20",67
"exp1",67,"observer",NA,NA,"sophisticated","fail10",0
"exp1",67,"observer",NA,NA,"sophisticated","fail20",50
"exp1",67,"observer",NA,NA,"sophisticated","pass10",42
"exp1",67,"observer",NA,NA,"sophisticated","pass20",67
"exp1",68,"observer",NA,NA,"naive","fail10",20
"exp1",68,"observer",NA,NA,"naive","fail20",0
"exp1",68,"observer",NA,NA,"naive","pass10",88
"exp1",68,"observer",NA,NA,"naive","pass20",61
"exp1",68,"observer",NA,NA,"sophisticated","fail10",21
"exp1",68,"observer",NA,NA,"sophisticated","fail20",0
"exp1",68,"observer",NA,NA,"sophisticated","pass10",91
"exp1",68,"observer",NA,NA,"sophisticated","pass20",75
"exp1",69,"observer",NA,NA,"naive","fail10",42
"exp1",69,"observer",NA,NA,"naive","fail20",5
"exp1",69,"observer",NA,NA,"naive","pass10",94
"exp1",69,"observer",NA,NA,"naive","pass20",65
"exp1",69,"observer",NA,NA,"sophisticated","fail10",40
"exp1",69,"observer",NA,NA,"sophisticated","fail20",0
"exp1",69,"observer",NA,NA,"sophisticated","pass10",98
"exp1",69,"observer",NA,NA,"sophisticated","pass20",79
"exp1",70,"observer",NA,NA,"naive","fail10",34
"exp1",70,"observer",NA,NA,"naive","fail20",34
"exp1",70,"observer",NA,NA,"naive","pass10",100
"exp1",70,"observer",NA,NA,"naive","pass20",100
"exp1",70,"observer",NA,NA,"sophisticated","fail10",20
"exp1",70,"observer",NA,NA,"sophisticated","fail20",17
"exp1",70,"observer",NA,NA,"sophisticated","pass10",100
"exp1",70,"observer",NA,NA,"sophisticated","pass20",100
"exp1",71,"observer",NA,NA,"naive","fail10",39
"exp1",71,"observer",NA,NA,"naive","fail20",0
"exp1",71,"observer",NA,NA,"naive","pass10",87
"exp1",71,"observer",NA,NA,"naive","pass20",68
"exp1",71,"observer",NA,NA,"sophisticated","fail10",52
"exp1",71,"observer",NA,NA,"sophisticated","fail20",0
"exp1",71,"observer",NA,NA,"sophisticated","pass10",100
"exp1",71,"observer",NA,NA,"sophisticated","pass20",49
"exp1",72,"observer",NA,NA,"naive","fail10",50
"exp1",72,"observer",NA,NA,"naive","fail20",20
"exp1",72,"observer",NA,NA,"naive","pass10",93
"exp1",72,"observer",NA,NA,"naive","pass20",69
"exp1",72,"observer",NA,NA,"sophisticated","fail10",36
"exp1",72,"observer",NA,NA,"sophisticated","fail20",4
"exp1",72,"observer",NA,NA,"sophisticated","pass10",95
"exp1",72,"observer",NA,NA,"sophisticated","pass20",70
"exp1",73,"observer",NA,NA,"naive","fail10",31
"exp1",73,"observer",NA,NA,"naive","fail20",0
"exp1",73,"observer",NA,NA,"naive","pass10",66
"exp1",73,"observer",NA,NA,"naive","pass20",93
"exp1",73,"observer",NA,NA,"sophisticated","fail10",12
"exp1",73,"observer",NA,NA,"sophisticated","fail20",0
"exp1",73,"observer",NA,NA,"sophisticated","pass10",55
"exp1",73,"observer",NA,NA,"sophisticated","pass20",94
"exp1",74,"observer",NA,NA,"naive","fail10",24
"exp1",74,"observer",NA,NA,"naive","fail20",12
"exp1",74,"observer",NA,NA,"naive","pass10",59
"exp1",74,"observer",NA,NA,"naive","pass20",76
"exp1",74,"observer",NA,NA,"sophisticated","fail10",5
"exp1",74,"observer",NA,NA,"sophisticated","fail20",18
"exp1",74,"observer",NA,NA,"sophisticated","pass10",74
"exp1",74,"observer",NA,NA,"sophisticated","pass20",92
"exp1",75,"observer",NA,NA,"naive","fail10",47
"exp1",75,"observer",NA,NA,"naive","fail20",19
"exp1",75,"observer",NA,NA,"naive","pass10",100
"exp1",75,"observer",NA,NA,"naive","pass20",81
"exp1",75,"observer",NA,NA,"sophisticated","fail10",30
"exp1",75,"observer",NA,NA,"sophisticated","fail20",50
"exp1",75,"observer",NA,NA,"sophisticated","pass10",100
"exp1",75,"observer",NA,NA,"sophisticated","pass20",69
"exp1",76,"observer",NA,NA,"naive","fail10",35
"exp1",76,"observer",NA,NA,"naive","fail20",13
"exp1",76,"observer",NA,NA,"naive","pass10",50
"exp1",76,"observer",NA,NA,"naive","pass20",93
"exp1",76,"observer",NA,NA,"sophisticated","fail10",8
"exp1",76,"observer",NA,NA,"sophisticated","fail20",32
"exp1",76,"observer",NA,NA,"sophisticated","pass10",59
"exp1",76,"observer",NA,NA,"sophisticated","pass20",90
"exp1",77,"observer",NA,NA,"naive","fail10",50
"exp1",77,"observer",NA,NA,"naive","fail20",0
"exp1",77,"observer",NA,NA,"naive","pass10",70
"exp1",77,"observer",NA,NA,"naive","pass20",45
"exp1",77,"observer",NA,NA,"sophisticated","fail10",45
"exp1",77,"observer",NA,NA,"sophisticated","fail20",0
"exp1",77,"observer",NA,NA,"sophisticated","pass10",72
"exp1",77,"observer",NA,NA,"sophisticated","pass20",39
"exp1",78,"observer",NA,NA,"naive","fail10",48
"exp1",78,"observer",NA,NA,"naive","fail20",28
"exp1",78,"observer",NA,NA,"naive","pass10",90
"exp1",78,"observer",NA,NA,"naive","pass20",80
"exp1",78,"observer",NA,NA,"sophisticated","fail10",48
"exp1",78,"observer",NA,NA,"sophisticated","fail20",28
"exp1",78,"observer",NA,NA,"sophisticated","pass10",90
"exp1",78,"observer",NA,NA,"sophisticated","pass20",80
"exp1",79,"observer",NA,NA,"naive","fail10",37
"exp1",79,"observer",NA,NA,"naive","fail20",10
"exp1",79,"observer",NA,NA,"naive","pass10",82
"exp1",79,"observer",NA,NA,"naive","pass20",75
"exp1",79,"observer",NA,NA,"sophisticated","fail10",43
"exp1",79,"observer",NA,NA,"sophisticated","fail20",5
"exp1",79,"observer",NA,NA,"sophisticated","pass10",91
"exp1",79,"observer",NA,NA,"sophisticated","pass20",75
"exp1",80,"observer",NA,NA,"naive","fail10",47
"exp1",80,"observer",NA,NA,"naive","fail20",25
"exp1",80,"observer",NA,NA,"naive","pass10",70
"exp1",80,"observer",NA,NA,"naive","pass20",48
"exp1",80,"observer",NA,NA,"sophisticated","fail10",47
"exp1",80,"observer",NA,NA,"sophisticated","fail20",26
"exp1",80,"observer",NA,NA,"sophisticated","pass10",70
"exp1",80,"observer",NA,NA,"sophisticated","pass20",48
"exp1",81,"observer",NA,NA,"naive","fail10",43
"exp1",81,"observer",NA,NA,"naive","fail20",28
"exp1",81,"observer",NA,NA,"naive","pass10",80
"exp1",81,"observer",NA,NA,"naive","pass20",50
"exp1",81,"observer",NA,NA,"sophisticated","fail10",43
"exp1",81,"observer",NA,NA,"sophisticated","fail20",18
"exp1",81,"observer",NA,NA,"sophisticated","pass10",99
"exp1",81,"observer",NA,NA,"sophisticated","pass20",50
"exp1",82,"observer",NA,NA,"naive","fail10",50
"exp1",82,"observer",NA,NA,"naive","fail20",26
"exp1",82,"observer",NA,NA,"naive","pass10",77
"exp1",82,"observer",NA,NA,"naive","pass20",64
"exp1",82,"observer",NA,NA,"sophisticated","fail10",50
"exp1",82,"observer",NA,NA,"sophisticated","fail20",26
"exp1",82,"observer",NA,NA,"sophisticated","pass10",77
"exp1",82,"observer",NA,NA,"sophisticated","pass20",64
"exp1",83,"observer",NA,NA,"naive","fail10",27
"exp1",83,"observer",NA,NA,"naive","fail20",21
"exp1",83,"observer",NA,NA,"naive","pass10",100
"exp1",83,"observer",NA,NA,"naive","pass20",86
"exp1",83,"observer",NA,NA,"sophisticated","fail10",27
"exp1",83,"observer",NA,NA,"sophisticated","fail20",21
"exp1",83,"observer",NA,NA,"sophisticated","pass10",100
"exp1",83,"observer",NA,NA,"sophisticated","pass20",86
"exp1",84,"observer",NA,NA,"naive","fail10",48
"exp1",84,"observer",NA,NA,"naive","fail20",25
"exp1",84,"observer",NA,NA,"naive","pass10",88
"exp1",84,"observer",NA,NA,"naive","pass20",62
"exp1",84,"observer",NA,NA,"sophisticated","fail10",47
"exp1",84,"observer",NA,NA,"sophisticated","fail20",10
"exp1",84,"observer",NA,NA,"sophisticated","pass10",92
"exp1",84,"observer",NA,NA,"sophisticated","pass20",47
"exp1",85,"observer",NA,NA,"naive","fail10",0
"exp1",85,"observer",NA,NA,"naive","fail20",0
"exp1",85,"observer",NA,NA,"naive","pass10",78
"exp1",85,"observer",NA,NA,"naive","pass20",100
"exp1",85,"observer",NA,NA,"sophisticated","fail10",0
"exp1",85,"observer",NA,NA,"sophisticated","fail20",0
"exp1",85,"observer",NA,NA,"sophisticated","pass10",86
"exp1",85,"observer",NA,NA,"sophisticated","pass20",98
"exp1",86,"observer",NA,NA,"naive","fail10",9
"exp1",86,"observer",NA,NA,"naive","fail20",0
"exp1",86,"observer",NA,NA,"naive","pass10",95
"exp1",86,"observer",NA,NA,"naive","pass20",100
"exp1",86,"observer",NA,NA,"sophisticated","fail10",10
"exp1",86,"observer",NA,NA,"sophisticated","fail20",0
"exp1",86,"observer",NA,NA,"sophisticated","pass10",100
"exp1",86,"observer",NA,NA,"sophisticated","pass20",87
"exp1",87,"observer",NA,NA,"naive","fail10",31
"exp1",87,"observer",NA,NA,"naive","fail20",17
"exp1",87,"observer",NA,NA,"naive","pass10",73
"exp1",87,"observer",NA,NA,"naive","pass20",68
"exp1",87,"observer",NA,NA,"sophisticated","fail10",27
"exp1",87,"observer",NA,NA,"sophisticated","fail20",5
"exp1",87,"observer",NA,NA,"sophisticated","pass10",73
"exp1",87,"observer",NA,NA,"sophisticated","pass20",68
"exp1",88,"observer",NA,NA,"naive","fail10",10
"exp1",88,"observer",NA,NA,"naive","fail20",36
"exp1",88,"observer",NA,NA,"naive","pass10",75
"exp1",88,"observer",NA,NA,"naive","pass20",88
"exp1",88,"observer",NA,NA,"sophisticated","fail10",11
"exp1",88,"observer",NA,NA,"sophisticated","fail20",36
"exp1",88,"observer",NA,NA,"sophisticated","pass10",62
"exp1",88,"observer",NA,NA,"sophisticated","pass20",88
"exp1",89,"observer",NA,NA,"naive","fail10",28
"exp1",89,"observer",NA,NA,"naive","fail20",0
"exp1",89,"observer",NA,NA,"naive","pass10",100
"exp1",89,"observer",NA,NA,"naive","pass20",72
"exp1",89,"observer",NA,NA,"sophisticated","fail10",28
"exp1",89,"observer",NA,NA,"sophisticated","fail20",0
"exp1",89,"observer",NA,NA,"sophisticated","pass10",100
"exp1",89,"observer",NA,NA,"sophisticated","pass20",72
"exp1",90,"observer",NA,NA,"naive","fail10",43
"exp1",90,"observer",NA,NA,"naive","fail20",10
"exp1",90,"observer",NA,NA,"naive","pass10",95
"exp1",90,"observer",NA,NA,"naive","pass20",53
"exp1",90,"observer",NA,NA,"sophisticated","fail10",43
"exp1",90,"observer",NA,NA,"sophisticated","fail20",0
"exp1",90,"observer",NA,NA,"sophisticated","pass10",100
"exp1",90,"observer",NA,NA,"sophisticated","pass20",27
"exp1",91,"observer",NA,NA,"naive","fail10",50
"exp1",91,"observer",NA,NA,"naive","fail20",31
"exp1",91,"observer",NA,NA,"naive","pass10",94
"exp1",91,"observer",NA,NA,"naive","pass20",57
"exp1",91,"observer",NA,NA,"sophisticated","fail10",45
"exp1",91,"observer",NA,NA,"sophisticated","fail20",24
"exp1",91,"observer",NA,NA,"sophisticated","pass10",94
"exp1",91,"observer",NA,NA,"sophisticated","pass20",43
"exp1",92,"observer",NA,NA,"naive","fail10",1
"exp1",92,"observer",NA,NA,"naive","fail20",0
"exp1",92,"observer",NA,NA,"naive","pass10",81
"exp1",92,"observer",NA,NA,"naive","pass20",100
"exp1",92,"observer",NA,NA,"sophisticated","fail10",1
"exp1",92,"observer",NA,NA,"sophisticated","fail20",3
"exp1",92,"observer",NA,NA,"sophisticated","pass10",83
"exp1",92,"observer",NA,NA,"sophisticated","pass20",96
"exp1",93,"observer",NA,NA,"naive","fail10",35
"exp1",93,"observer",NA,NA,"naive","fail20",16
"exp1",93,"observer",NA,NA,"naive","pass10",92
"exp1",93,"observer",NA,NA,"naive","pass20",65
"exp1",93,"observer",NA,NA,"sophisticated","fail10",36
"exp1",93,"observer",NA,NA,"sophisticated","fail20",5
"exp1",93,"observer",NA,NA,"sophisticated","pass10",100
"exp1",93,"observer",NA,NA,"sophisticated","pass20",52
"exp1",94,"observer",NA,NA,"naive","fail10",50
"exp1",94,"observer",NA,NA,"naive","fail20",24
"exp1",94,"observer",NA,NA,"naive","pass10",73
"exp1",94,"observer",NA,NA,"naive","pass20",100
"exp1",94,"observer",NA,NA,"sophisticated","fail10",50
"exp1",94,"observer",NA,NA,"sophisticated","fail20",24
"exp1",94,"observer",NA,NA,"sophisticated","pass10",100
"exp1",94,"observer",NA,NA,"sophisticated","pass20",74
"exp1",95,"observer",NA,NA,"naive","fail10",59
"exp1",95,"observer",NA,NA,"naive","fail20",16
"exp1",95,"observer",NA,NA,"naive","pass10",82
"exp1",95,"observer",NA,NA,"naive","pass20",67
"exp1",95,"observer",NA,NA,"sophisticated","fail10",63
"exp1",95,"observer",NA,NA,"sophisticated","fail20",16
"exp1",95,"observer",NA,NA,"sophisticated","pass10",98
"exp1",95,"observer",NA,NA,"sophisticated","pass20",50
"exp1",96,"observer",NA,NA,"naive","fail10",45
"exp1",96,"observer",NA,NA,"naive","fail20",2
"exp1",96,"observer",NA,NA,"naive","pass10",96
"exp1",96,"observer",NA,NA,"naive","pass20",54
"exp1",96,"observer",NA,NA,"sophisticated","fail10",42
"exp1",96,"observer",NA,NA,"sophisticated","fail20",4
"exp1",96,"observer",NA,NA,"sophisticated","pass10",97
"exp1",96,"observer",NA,NA,"sophisticated","pass20",52
"exp1",97,"observer",NA,NA,"naive","fail10",31
"exp1",97,"observer",NA,NA,"naive","fail20",0
"exp1",97,"observer",NA,NA,"naive","pass10",54
"exp1",97,"observer",NA,NA,"naive","pass20",100
"exp1",97,"observer",NA,NA,"sophisticated","fail10",30
"exp1",97,"observer",NA,NA,"sophisticated","fail20",0
"exp1",97,"observer",NA,NA,"sophisticated","pass10",61
"exp1",97,"observer",NA,NA,"sophisticated","pass20",100
"exp1",98,"observer",NA,NA,"naive","fail10",23
"exp1",98,"observer",NA,NA,"naive","fail20",23
"exp1",98,"observer",NA,NA,"naive","pass10",51
"exp1",98,"observer",NA,NA,"naive","pass20",51
"exp1",98,"observer",NA,NA,"sophisticated","fail10",0
"exp1",98,"observer",NA,NA,"sophisticated","fail20",0
"exp1",98,"observer",NA,NA,"sophisticated","pass10",100
"exp1",98,"observer",NA,NA,"sophisticated","pass20",66
"exp1",99,"observer",NA,NA,"naive","fail10",59
"exp1",99,"observer",NA,NA,"naive","fail20",9
"exp1",99,"observer",NA,NA,"naive","pass10",97
"exp1",99,"observer",NA,NA,"naive","pass20",72
"exp1",99,"observer",NA,NA,"sophisticated","fail10",65
"exp1",99,"observer",NA,NA,"sophisticated","fail20",0
"exp1",99,"observer",NA,NA,"sophisticated","pass10",98
"exp1",99,"observer",NA,NA,"sophisticated","pass20",75
"exp1",100,"observer",NA,NA,"naive","fail10",0
"exp1",100,"observer",NA,NA,"naive","fail20",0
"exp1",100,"observer",NA,NA,"naive","pass10",95
"exp1",100,"observer",NA,NA,"naive","pass20",88
"exp1",100,"observer",NA,NA,"sophisticated","fail10",0
"exp1",100,"observer",NA,NA,"sophisticated","fail20",34
"exp1",100,"observer",NA,NA,"sophisticated","pass10",100
"exp1",100,"observer",NA,NA,"sophisticated","pass20",72
"exp1",101,"observer",NA,NA,"naive","fail10",22
"exp1",101,"observer",NA,NA,"naive","fail20",12
"exp1",101,"observer",NA,NA,"naive","pass10",86
"exp1",101,"observer",NA,NA,"naive","pass20",71
"exp1",101,"observer",NA,NA,"sophisticated","fail10",13
"exp1",101,"observer",NA,NA,"sophisticated","fail20",0
"exp1",101,"observer",NA,NA,"sophisticated","pass10",88
"exp1",101,"observer",NA,NA,"sophisticated","pass20",80
"exp1",102,"observer",NA,NA,"naive","fail10",34
"exp1",102,"observer",NA,NA,"naive","fail20",12
"exp1",102,"observer",NA,NA,"naive","pass10",83
"exp1",102,"observer",NA,NA,"naive","pass20",71
"exp1",102,"observer",NA,NA,"sophisticated","fail10",29
"exp1",102,"observer",NA,NA,"sophisticated","fail20",3
"exp1",102,"observer",NA,NA,"sophisticated","pass10",90
"exp1",102,"observer",NA,NA,"sophisticated","pass20",64
"exp1",103,"observer",NA,NA,"naive","fail10",65
"exp1",103,"observer",NA,NA,"naive","fail20",14
"exp1",103,"observer",NA,NA,"naive","pass10",100
"exp1",103,"observer",NA,NA,"naive","pass20",73
"exp1",103,"observer",NA,NA,"sophisticated","fail10",11
"exp1",103,"observer",NA,NA,"sophisticated","fail20",0
"exp1",103,"observer",NA,NA,"sophisticated","pass10",84
"exp1",103,"observer",NA,NA,"sophisticated","pass20",31
"exp1",104,"observer",NA,NA,"naive","fail10",20
"exp1",104,"observer",NA,NA,"naive","fail20",8
"exp1",104,"observer",NA,NA,"naive","pass10",75
"exp1",104,"observer",NA,NA,"naive","pass20",89
"exp1",104,"observer",NA,NA,"sophisticated","fail10",21
"exp1",104,"observer",NA,NA,"sophisticated","fail20",8
"exp1",104,"observer",NA,NA,"sophisticated","pass10",75
"exp1",104,"observer",NA,NA,"sophisticated","pass20",89
"exp1",105,"observer",NA,NA,"naive","fail10",27
"exp1",105,"observer",NA,NA,"naive","fail20",0
"exp1",105,"observer",NA,NA,"naive","pass10",99
"exp1",105,"observer",NA,NA,"naive","pass20",50
"exp1",105,"observer",NA,NA,"sophisticated","fail10",26
"exp1",105,"observer",NA,NA,"sophisticated","fail20",1
"exp1",105,"observer",NA,NA,"sophisticated","pass10",99
"exp1",105,"observer",NA,NA,"sophisticated","pass20",50
"exp1",106,"observer",NA,NA,"naive","fail10",32
"exp1",106,"observer",NA,NA,"naive","fail20",29
"exp1",106,"observer",NA,NA,"naive","pass10",79
"exp1",106,"observer",NA,NA,"naive","pass20",69
"exp1",106,"observer",NA,NA,"sophisticated","fail10",33
"exp1",106,"observer",NA,NA,"sophisticated","fail20",19
"exp1",106,"observer",NA,NA,"sophisticated","pass10",100
"exp1",106,"observer",NA,NA,"sophisticated","pass20",71
"exp1",107,"observer",NA,NA,"naive","fail10",42
"exp1",107,"observer",NA,NA,"naive","fail20",7
"exp1",107,"observer",NA,NA,"naive","pass10",100
"exp1",107,"observer",NA,NA,"naive","pass20",71
"exp1",107,"observer",NA,NA,"sophisticated","fail10",42
"exp1",107,"observer",NA,NA,"sophisticated","fail20",7
"exp1",107,"observer",NA,NA,"sophisticated","pass10",100
"exp1",107,"observer",NA,NA,"sophisticated","pass20",71
"exp1",108,"observer",NA,NA,"naive","fail10",55
"exp1",108,"observer",NA,NA,"naive","fail20",23
"exp1",108,"observer",NA,NA,"naive","pass10",79
"exp1",108,"observer",NA,NA,"naive","pass20",59
"exp1",108,"observer",NA,NA,"sophisticated","fail10",22
"exp1",108,"observer",NA,NA,"sophisticated","fail20",7
"exp1",108,"observer",NA,NA,"sophisticated","pass10",82
"exp1",108,"observer",NA,NA,"sophisticated","pass20",62
"exp1",109,"observer",NA,NA,"naive","fail10",53
"exp1",109,"observer",NA,NA,"naive","fail20",10
"exp1",109,"observer",NA,NA,"naive","pass10",73
"exp1",109,"observer",NA,NA,"naive","pass20",100
"exp1",109,"observer",NA,NA,"sophisticated","fail10",61
"exp1",109,"observer",NA,NA,"sophisticated","fail20",14
"exp1",109,"observer",NA,NA,"sophisticated","pass10",78
"exp1",109,"observer",NA,NA,"sophisticated","pass20",91
"exp1",110,"observer",NA,NA,"naive","fail10",63
"exp1",110,"observer",NA,NA,"naive","fail20",3
"exp1",110,"observer",NA,NA,"naive","pass10",96
"exp1",110,"observer",NA,NA,"naive","pass20",70
"exp1",110,"observer",NA,NA,"sophisticated","fail10",30
"exp1",110,"observer",NA,NA,"sophisticated","fail20",27
"exp1",110,"observer",NA,NA,"sophisticated","pass10",99
"exp1",110,"observer",NA,NA,"sophisticated","pass20",52
"exp1",111,"observer",NA,NA,"naive","fail10",32
"exp1",111,"observer",NA,NA,"naive","fail20",12
"exp1",111,"observer",NA,NA,"naive","pass10",75
"exp1",111,"observer",NA,NA,"naive","pass20",48
"exp1",111,"observer",NA,NA,"sophisticated","fail10",35
"exp1",111,"observer",NA,NA,"sophisticated","fail20",16
"exp1",111,"observer",NA,NA,"sophisticated","pass10",77
"exp1",111,"observer",NA,NA,"sophisticated","pass20",50
"exp1",112,"observer",NA,NA,"naive","fail10",21
"exp1",112,"observer",NA,NA,"naive","fail20",18
"exp1",112,"observer",NA,NA,"naive","pass10",93
"exp1",112,"observer",NA,NA,"naive","pass20",78
"exp1",112,"observer",NA,NA,"sophisticated","fail10",21
"exp1",112,"observer",NA,NA,"sophisticated","fail20",18
"exp1",112,"observer",NA,NA,"sophisticated","pass10",93
"exp1",112,"observer",NA,NA,"sophisticated","pass20",78
"exp1",113,"observer",NA,NA,"naive","fail10",1
"exp1",113,"observer",NA,NA,"naive","fail20",52
"exp1",113,"observer",NA,NA,"naive","pass10",51
"exp1",113,"observer",NA,NA,"naive","pass20",100
"exp1",113,"observer",NA,NA,"sophisticated","fail10",51
"exp1",113,"observer",NA,NA,"sophisticated","fail20",89
"exp1",113,"observer",NA,NA,"sophisticated","pass10",80
"exp1",113,"observer",NA,NA,"sophisticated","pass20",100
"exp1",114,"observer",NA,NA,"naive","fail10",0
"exp1",114,"observer",NA,NA,"naive","fail20",0
"exp1",114,"observer",NA,NA,"naive","pass10",38
"exp1",114,"observer",NA,NA,"naive","pass20",87
"exp1",114,"observer",NA,NA,"sophisticated","fail10",0
"exp1",114,"observer",NA,NA,"sophisticated","fail20",0
"exp1",114,"observer",NA,NA,"sophisticated","pass10",46
"exp1",114,"observer",NA,NA,"sophisticated","pass20",87
"exp1",115,"observer",NA,NA,"naive","fail10",21
"exp1",115,"observer",NA,NA,"naive","fail20",16
"exp1",115,"observer",NA,NA,"naive","pass10",82
"exp1",115,"observer",NA,NA,"naive","pass20",73
"exp1",115,"observer",NA,NA,"sophisticated","fail10",42
"exp1",115,"observer",NA,NA,"sophisticated","fail20",6
"exp1",115,"observer",NA,NA,"sophisticated","pass10",88
"exp1",115,"observer",NA,NA,"sophisticated","pass20",50
"exp1",116,"observer",NA,NA,"naive","fail10",52
"exp1",116,"observer",NA,NA,"naive","fail20",29
"exp1",116,"observer",NA,NA,"naive","pass10",77
"exp1",116,"observer",NA,NA,"naive","pass20",56
"exp1",116,"observer",NA,NA,"sophisticated","fail10",7
"exp1",116,"observer",NA,NA,"sophisticated","fail20",2
"exp1",116,"observer",NA,NA,"sophisticated","pass10",63
"exp1",116,"observer",NA,NA,"sophisticated","pass20",59
"exp1",117,"observer",NA,NA,"naive","fail10",51
"exp1",117,"observer",NA,NA,"naive","fail20",27
"exp1",117,"observer",NA,NA,"naive","pass10",51
"exp1",117,"observer",NA,NA,"naive","pass20",51
"exp1",117,"observer",NA,NA,"sophisticated","fail10",33
"exp1",117,"observer",NA,NA,"sophisticated","fail20",10
"exp1",117,"observer",NA,NA,"sophisticated","pass10",66
"exp1",117,"observer",NA,NA,"sophisticated","pass20",33
"exp1",118,"observer",NA,NA,"naive","fail10",34
"exp1",118,"observer",NA,NA,"naive","fail20",14
"exp1",118,"observer",NA,NA,"naive","pass10",88
"exp1",118,"observer",NA,NA,"naive","pass20",74
"exp1",118,"observer",NA,NA,"sophisticated","fail10",33
"exp1",118,"observer",NA,NA,"sophisticated","fail20",14
"exp1",118,"observer",NA,NA,"sophisticated","pass10",88
"exp1",118,"observer",NA,NA,"sophisticated","pass20",74
"exp1",119,"observer",NA,NA,"naive","fail10",26
"exp1",119,"observer",NA,NA,"naive","fail20",15
"exp1",119,"observer",NA,NA,"naive","pass10",79
"exp1",119,"observer",NA,NA,"naive","pass20",85
"exp1",119,"observer",NA,NA,"sophisticated","fail10",26
"exp1",119,"observer",NA,NA,"sophisticated","fail20",15
"exp1",119,"observer",NA,NA,"sophisticated","pass10",79
"exp1",119,"observer",NA,NA,"sophisticated","pass20",85
"exp1",120,"observer",NA,NA,"naive","fail10",7
"exp1",120,"observer",NA,NA,"naive","fail20",3
"exp1",120,"observer",NA,NA,"naive","pass10",80
"exp1",120,"observer",NA,NA,"naive","pass20",92
"exp1",120,"observer",NA,NA,"sophisticated","fail10",7
"exp1",120,"observer",NA,NA,"sophisticated","fail20",3
"exp1",120,"observer",NA,NA,"sophisticated","pass10",80
"exp1",120,"observer",NA,NA,"sophisticated","pass20",92
"exp1",121,"observer",NA,NA,"naive","fail10",52
"exp1",121,"observer",NA,NA,"naive","fail20",27
"exp1",121,"observer",NA,NA,"naive","pass10",100
"exp1",121,"observer",NA,NA,"naive","pass20",79
"exp1",121,"observer",NA,NA,"sophisticated","fail10",55
"exp1",121,"observer",NA,NA,"sophisticated","fail20",24
"exp1",121,"observer",NA,NA,"sophisticated","pass10",93
"exp1",121,"observer",NA,NA,"sophisticated","pass20",75
"exp1",122,"observer",NA,NA,"naive","fail10",36
"exp1",122,"observer",NA,NA,"naive","fail20",44
"exp1",122,"observer",NA,NA,"naive","pass10",70
"exp1",122,"observer",NA,NA,"naive","pass20",70
"exp1",122,"observer",NA,NA,"sophisticated","fail10",23
