"exp_index","subject","block","accuracy","probability_10","observer","outcome","evaluation"
"exp1",194,"actor",0.1,50,NA,NA,NA
"exp1",194,"actor",0.2,83,NA,NA,NA
"exp1",194,"actor",0.3,99,NA,NA,NA
"exp1",194,"actor",0.4,0,NA,NA,NA
"exp1",194,"actor",0.5,0,NA,NA,NA
"exp1",194,"actor",0.6,0,NA,NA,NA
"exp1",194,"actor",0.7,0,NA,NA,NA
"exp1",194,"actor",0.8,100,NA,NA,NA
"exp1",194,"actor",0.9,100,NA,NA,NA
"exp1",194,"actor",1,100,NA,NA,NA
"exp1",195,"actor",0,32,NA,NA,NA
"exp1",195,"actor",0.1,44,NA,NA,NA
"exp1",195,"actor",0.2,27,NA,NA,NA
"exp1",195,"actor",0.3,26,NA,NA,NA
"exp1",195,"actor",0.4,49,NA,NA,NA
"exp1",195,"actor",0.5,18,NA,NA,NA
"exp1",195,"actor",0.6,39,NA,NA,NA
"exp1",195,"actor",0.7,27,NA,NA,NA
"exp1",195,"actor",0.8,14,NA,NA,NA
"exp1",195,"actor",0.9,19,NA,NA,NA
"exp1",195,"actor",1,27,NA,NA,NA
"exp1",196,"actor",0,100,NA,NA,NA
"exp1",196,"actor",0.1,100,NA,NA,NA
"exp1",196,"actor",0.2,100,NA,NA,NA
"exp1",196,"actor",0.3,100,NA,NA,NA
"exp1",196,"actor",0.4,0,NA,NA,NA
"exp1",196,"actor",0.5,0,NA,NA,NA
"exp1",196,"actor",0.6,3,NA,NA,NA
"exp1",196,"actor",0.7,3,NA,NA,NA
"exp1",196,"actor",0.8,57,NA,NA,NA
"exp1",196,"actor",0.9,97,NA,NA,NA
"exp1",196,"actor",1,100,NA,NA,NA
"exp1",197,"actor",0,100,NA,NA,NA
"exp1",197,"actor",0.1,100,NA,NA,NA
"exp1",197,"actor",0.2,100,NA,NA,NA
"exp1",197,"actor",0.3,100,NA,NA,NA
"exp1",197,"actor",0.4,80,NA,NA,NA
"exp1",197,"actor",0.5,59,NA,NA,NA
"exp1",197,"actor",0.6,24,NA,NA,NA
"exp1",197,"actor",0.7,16,NA,NA,NA
"exp1",197,"actor",0.8,79,NA,NA,NA
"exp1",197,"actor",0.9,88,NA,NA,NA
"exp1",197,"actor",1,100,NA,NA,NA
"exp1",198,"actor",0,100,NA,NA,NA
"exp1",198,"actor",0.1,85,NA,NA,NA
"exp1",198,"actor",0.2,84,NA,NA,NA
"exp1",198,"actor",0.3,31,NA,NA,NA
"exp1",198,"actor",0.4,0,NA,NA,NA
"exp1",198,"actor",0.5,0,NA,NA,NA
"exp1",198,"actor",0.6,0,NA,NA,NA
"exp1",198,"actor",0.7,8,NA,NA,NA
"exp1",198,"actor",0.8,88,NA,NA,NA
"exp1",198,"actor",0.9,31,NA,NA,NA
"exp1",198,"actor",1,25,NA,NA,NA
"exp1",199,"actor",0,100,NA,NA,NA
"exp1",199,"actor",0.1,98,NA,NA,NA
"exp1",199,"actor",0.2,100,NA,NA,NA
"exp1",199,"actor",0.3,100,NA,NA,NA
"exp1",199,"actor",0.4,32,NA,NA,NA
"exp1",199,"actor",0.5,34,NA,NA,NA
"exp1",199,"actor",0.6,41,NA,NA,NA
"exp1",199,"actor",0.7,25,NA,NA,NA
"exp1",199,"actor",0.8,100,NA,NA,NA
"exp1",199,"actor",0.9,100,NA,NA,NA
"exp1",199,"actor",1,99,NA,NA,NA
"exp1",200,"actor",0,100,NA,NA,NA
"exp1",200,"actor",0.1,100,NA,NA,NA
"exp1",200,"actor",0.2,100,NA,NA,NA
"exp1",200,"actor",0.3,100,NA,NA,NA
"exp1",200,"actor",0.4,0,NA,NA,NA
"exp1",200,"actor",0.5,0,NA,NA,NA
"exp1",200,"actor",0.6,0,NA,NA,NA
"exp1",200,"actor",0.7,7,NA,NA,NA
"exp1",200,"actor",0.8,88,NA,NA,NA
"exp1",200,"actor",0.9,100,NA,NA,NA
"exp1",200,"actor",1,100,NA,NA,NA
"exp2",201,"actor",0,0,NA,NA,NA
"exp2",201,"actor",0.1,0,NA,NA,NA
"exp2",201,"actor",0.2,0,NA,NA,NA
"exp2",201,"actor",0.3,0,NA,NA,NA
"exp2",201,"actor",0.4,0,NA,NA,NA
"exp2",201,"actor",0.5,1,NA,NA,NA
"exp2",201,"actor",0.6,3,NA,NA,NA
"exp2",201,"actor",0.7,42,NA,NA,NA
"exp2",201,"actor",0.8,60,NA,NA,NA
"exp2",201,"actor",0.9,88,NA,NA,NA
"exp2",201,"actor",1,92,NA,NA,NA
"exp2",202,"actor",0,0,NA,NA,NA
"exp2",202,"actor",0.1,0,NA,NA,NA
"exp2",202,"actor",0.2,0,NA,NA,NA
"exp2",202,"actor",0.3,0,NA,NA,NA
"exp2",202,"actor",0.4,0,NA,NA,NA
"exp2",202,"actor",0.5,0,NA,NA,NA
"exp2",202,"actor",0.6,0,NA,NA,NA
"exp2",202,"actor",0.7,0,NA,NA,NA
"exp2",202,"actor",0.8,17,NA,NA,NA
"exp2",202,"actor",0.9,35,NA,NA,NA
"exp2",202,"actor",1,23,NA,NA,NA
"exp2",203,"actor",0,50,NA,NA,NA
"exp2",203,"actor",0.1,51,NA,NA,NA
"exp2",203,"actor",0.2,50,NA,NA,NA
"exp2",203,"actor",0.3,50,NA,NA,NA
"exp2",203,"actor",0.4,0,NA,NA,NA
"exp2",203,"actor",0.5,78,NA,NA,NA
"exp2",203,"actor",0.6,0,NA,NA,NA
"exp2",203,"actor",0.7,0,NA,NA,NA
"exp2",203,"actor",0.8,0,NA,NA,NA
"exp2",203,"actor",0.9,76,NA,NA,NA
"exp2",203,"actor",1,100,NA,NA,NA
"exp2",204,"actor",0,17,NA,NA,NA
"exp2",204,"actor",0.1,50,NA,NA,NA
"exp2",204,"actor",0.2,19,NA,NA,NA
"exp2",204,"actor",0.3,3,NA,NA,NA
"exp2",204,"actor",0.4,0,NA,NA,NA
"exp2",204,"actor",0.5,3,NA,NA,NA
"exp2",204,"actor",0.6,9,NA,NA,NA
"exp2",204,"actor",0.7,38,NA,NA,NA
"exp2",204,"actor",0.8,33,NA,NA,NA
"exp2",204,"actor",0.9,81,NA,NA,NA
"exp2",204,"actor",1,78,NA,NA,NA
"exp2",205,"actor",0,0,NA,NA,NA
"exp2",205,"actor",0.1,0,NA,NA,NA
"exp2",205,"actor",0.2,0,NA,NA,NA
"exp2",205,"actor",0.3,0,NA,NA,NA
"exp2",205,"actor",0.4,0,NA,NA,NA
"exp2",205,"actor",0.5,0,NA,NA,NA
"exp2",205,"actor",0.6,0,NA,NA,NA
"exp2",205,"actor",0.7,0,NA,NA,NA
"exp2",205,"actor",0.8,0,NA,NA,NA
"exp2",205,"actor",0.9,0,NA,NA,NA
"exp2",205,"actor",1,0,NA,NA,NA
"exp2",206,"actor",0,50,NA,NA,NA
"exp2",206,"actor",0.1,0,NA,NA,NA
"exp2",206,"actor",0.2,0,NA,NA,NA
"exp2",206,"actor",0.3,18,NA,NA,NA
"exp2",206,"actor",0.4,0,NA,NA,NA
"exp2",206,"actor",0.5,0,NA,NA,NA
"exp2",206,"actor",0.6,0,NA,NA,NA
"exp2",206,"actor",0.7,0,NA,NA,NA
"exp2",206,"actor",0.8,32,NA,NA,NA
"exp2",206,"actor",0.9,88,NA,NA,NA
"exp2",206,"actor",1,100,NA,NA,NA
"exp2",207,"actor",0,50,NA,NA,NA
"exp2",207,"actor",0.1,50,NA,NA,NA
"exp2",207,"actor",0.2,50,NA,NA,NA
"exp2",207,"actor",0.3,36,NA,NA,NA
"exp2",207,"actor",0.4,6,NA,NA,NA
"exp2",207,"actor",0.5,3,NA,NA,NA
"exp2",207,"actor",0.6,4,NA,NA,NA
"exp2",207,"actor",0.7,6,NA,NA,NA
"exp2",207,"actor",0.8,83,NA,NA,NA
"exp2",207,"actor",0.9,96,NA,NA,NA
"exp2",207,"actor",1,100,NA,NA,NA
"exp2",208,"actor",0,4,NA,NA,NA
"exp2",208,"actor",0.1,0,NA,NA,NA
"exp2",208,"actor",0.2,0,NA,NA,NA
"exp2",208,"actor",0.3,0,NA,NA,NA
"exp2",208,"actor",0.4,0,NA,NA,NA
"exp2",208,"actor",0.5,0,NA,NA,NA
"exp2",208,"actor",0.6,0,NA,NA,NA
"exp2",208,"actor",0.7,0,NA,NA,NA
"exp2",208,"actor",0.8,99,NA,NA,NA
"exp2",208,"actor",0.9,100,NA,NA,NA
"exp2",208,"actor",1,100,NA,NA,NA
"exp2",209,"actor",0,63,NA,NA,NA
"exp2",209,"actor",0.1,37,NA,NA,NA
"exp2",209,"actor",0.2,23,NA,NA,NA
"exp2",209,"actor",0.3,44,NA,NA,NA
"exp2",209,"actor",0.4,0,NA,NA,NA
"exp2",209,"actor",0.5,0,NA,NA,NA
"exp2",209,"actor",0.6,0,NA,NA,NA
"exp2",209,"actor",0.7,0,NA,NA,NA
"exp2",209,"actor",0.8,38,NA,NA,NA
"exp2",209,"actor",0.9,24,NA,NA,NA
"exp2",209,"actor",1,63,NA,NA,NA
"exp2",210,"actor",0,50,NA,NA,NA
"exp2",210,"actor",0.1,0,NA,NA,NA
"exp2",210,"actor",0.2,0,NA,NA,NA
"exp2",210,"actor",0.3,0,NA,NA,NA
"exp2",210,"actor",0.4,0,NA,NA,NA
"exp2",210,"actor",0.5,0,NA,NA,NA
"exp2",210,"actor",0.6,0,NA,NA,NA
"exp2",210,"actor",0.7,0,NA,NA,NA
"exp2",210,"actor",0.8,0,NA,NA,NA
"exp2",210,"actor",0.9,0,NA,NA,NA
"exp2",210,"actor",1,0,NA,NA,NA
"exp2",211,"actor",0,50,NA,NA,NA
"exp2",211,"actor",0.1,50,NA,NA,NA
"exp2",211,"actor",0.2,78,NA,NA,NA
"exp2",211,"actor",0.3,99,NA,NA,NA
"exp2",211,"actor",0.4,99,NA,NA,NA
"exp2",211,"actor",0.5,100,NA,NA,NA
"exp2",211,"actor",0.6,92,NA,NA,NA
"exp2",211,"actor",0.7,100,NA,NA,NA
"exp2",211,"actor",0.8,29,NA,NA,NA
"exp2",211,"actor",0.9,44,NA,NA,NA
"exp2",211,"actor",1,0,NA,NA,NA
"exp2",212,"actor",0,0,NA,NA,NA
"exp2",212,"actor",0.1,0,NA,NA,NA
"exp2",212,"actor",0.2,0,NA,NA,NA
"exp2",212,"actor",0.3,0,NA,NA,NA
"exp2",212,"actor",0.4,0,NA,NA,NA
"exp2",212,"actor",0.5,0,NA,NA,NA
"exp2",212,"actor",0.6,0,NA,NA,NA
"exp2",212,"actor",0.7,0,NA,NA,NA
"exp2",212,"actor",0.8,0,NA,NA,NA
"exp2",212,"actor",0.9,0,NA,NA,NA
"exp2",212,"actor",1,0,NA,NA,NA
"exp2",213,"actor",0,0,NA,NA,NA
"exp2",213,"actor",0.1,0,NA,NA,NA
"exp2",213,"actor",0.2,0,NA,NA,NA
"exp2",213,"actor",0.3,0,NA,NA,NA
"exp2",213,"actor",0.4,0,NA,NA,NA
"exp2",213,"actor",0.5,0,NA,NA,NA
"exp2",213,"actor",0.6,0,NA,NA,NA
"exp2",213,"actor",0.7,0,NA,NA,NA
"exp2",213,"actor",0.8,0,NA,NA,NA
"exp2",213,"actor",0.9,0,NA,NA,NA
"exp2",213,"actor",1,0,NA,NA,NA
"exp2",214,"actor",0,0,NA,NA,NA
"exp2",214,"actor",0.1,3,NA,NA,NA
"exp2",214,"actor",0.2,21,NA,NA,NA
"exp2",214,"actor",0.3,29,NA,NA,NA
"exp2",214,"actor",0.4,38,NA,NA,NA
"exp2",214,"actor",0.5,32,NA,NA,NA
"exp2",214,"actor",0.6,17,NA,NA,NA
"exp2",214,"actor",0.7,62,NA,NA,NA
"exp2",214,"actor",0.8,95,NA,NA,NA
"exp2",214,"actor",0.9,64,NA,NA,NA
"exp2",214,"actor",1,100,NA,NA,NA
"exp2",215,"actor",0,48,NA,NA,NA
"exp2",215,"actor",0.1,0,NA,NA,NA
"exp2",215,"actor",0.2,0,NA,NA,NA
"exp2",215,"actor",0.3,0,NA,NA,NA
"exp2",215,"actor",0.4,0,NA,NA,NA
"exp2",215,"actor",0.5,0,NA,NA,NA
"exp2",215,"actor",0.6,19,NA,NA,NA
"exp2",215,"actor",0.7,25,NA,NA,NA
"exp2",215,"actor",0.8,31,NA,NA,NA
"exp2",215,"actor",0.9,47,NA,NA,NA
"exp2",215,"actor",1,39,NA,NA,NA
"exp2",216,"actor",0,99,NA,NA,NA
"exp2",216,"actor",0.1,100,NA,NA,NA
"exp2",216,"actor",0.2,10,NA,NA,NA
"exp2",216,"actor",0.3,12,NA,NA,NA
"exp2",216,"actor",0.4,1,NA,NA,NA
"exp2",216,"actor",0.5,2,NA,NA,NA
"exp2",216,"actor",0.6,0,NA,NA,NA
"exp2",216,"actor",0.7,1,NA,NA,NA
"exp2",216,"actor",0.8,100,NA,NA,NA
"exp2",216,"actor",0.9,99,NA,NA,NA
"exp2",216,"actor",1,0,NA,NA,NA
"exp2",217,"actor",0,100,NA,NA,NA
"exp2",217,"actor",0.1,100,NA,NA,NA
"exp2",217,"actor",0.2,100,NA,NA,NA
"exp2",217,"actor",0.3,100,NA,NA,NA
"exp2",217,"actor",0.4,100,NA,NA,NA
"exp2",217,"actor",0.5,100,NA,NA,NA
"exp2",217,"actor",0.6,0,NA,NA,NA
"exp2",217,"actor",0.7,0,NA,NA,NA
"exp2",217,"actor",0.8,0,NA,NA,NA
"exp2",217,"actor",0.9,0,NA,NA,NA
"exp2",217,"actor",1,100,NA,NA,NA
"exp2",218,"actor",0,100,NA,NA,NA
"exp2",218,"actor",0.1,59,NA,NA,NA
"exp2",218,"actor",0.2,93,NA,NA,NA
"exp2",218,"actor",0.3,99,NA,NA,NA
"exp2",218,"actor",0.4,51,NA,NA,NA
"exp2",218,"actor",0.5,41,NA,NA,NA
"exp2",218,"actor",0.6,30,NA,NA,NA
"exp2",218,"actor",0.7,11,NA,NA,NA
"exp2",218,"actor",0.8,32,NA,NA,NA
"exp2",218,"actor",0.9,14,NA,NA,NA
"exp2",218,"actor",1,14,NA,NA,NA
"exp2",219,"actor",0,50,NA,NA,NA
"exp2",219,"actor",0.1,8,NA,NA,NA
"exp2",219,"actor",0.2,17,NA,NA,NA
"exp2",219,"actor",0.3,26,NA,NA,NA
"exp2",219,"actor",0.4,0,NA,NA,NA
"exp2",219,"actor",0.5,3,NA,NA,NA
"exp2",219,"actor",0.6,0,NA,NA,NA
"exp2",219,"actor",0.7,10,NA,NA,NA
"exp2",219,"actor",0.8,1,NA,NA,NA
"exp2",219,"actor",0.9,2,NA,NA,NA
"exp2",219,"actor",1,0,NA,NA,NA
"exp2",220,"actor",0,25,NA,NA,NA
"exp2",220,"actor",0.1,84,NA,NA,NA
"exp2",220,"actor",0.2,36,NA,NA,NA
"exp2",220,"actor",0.3,80,NA,NA,NA
"exp2",220,"actor",0.4,81,NA,NA,NA
"exp2",220,"actor",0.5,91,NA,NA,NA
"exp2",220,"actor",0.6,23,NA,NA,NA
"exp2",220,"actor",0.7,16,NA,NA,NA
"exp2",220,"actor",0.8,72,NA,NA,NA
"exp2",220,"actor",0.9,81,NA,NA,NA
"exp2",220,"actor",1,71,NA,NA,NA
"exp2",221,"actor",0,0,NA,NA,NA
"exp2",221,"actor",0.1,0,NA,NA,NA
"exp2",221,"actor",0.2,0,NA,NA,NA
"exp2",221,"actor",0.3,0,NA,NA,NA
"exp2",221,"actor",0.4,0,NA,NA,NA
"exp2",221,"actor",0.5,0,NA,NA,NA
"exp2",221,"actor",0.6,0,NA,NA,NA
"exp2",221,"actor",0.7,0,NA,NA,NA
"exp2",221,"actor",0.8,0,NA,NA,NA
"exp2",221,"actor",0.9,67,NA,NA,NA
"exp2",221,"actor",1,89,NA,NA,NA
"exp2",222,"actor",0,50,NA,NA,NA
"exp2",222,"actor",0.1,50,NA,NA,NA
"exp2",222,"actor",0.2,50,NA,NA,NA
"exp2",222,"actor",0.3,50,NA,NA,NA
"exp2",222,"actor",0.4,0,NA,NA,NA
"exp2",222,"actor",0.5,0,NA,NA,NA
"exp2",222,"actor",0.6,13,NA,NA,NA
"exp2",222,"actor",0.7,0,NA,NA,NA
"exp2",222,"actor",0.8,42,NA,NA,NA
"exp2",222,"actor",0.9,60,NA,NA,NA
"exp2",222,"actor",1,93,NA,NA,NA
"exp2",223,"actor",0,50,NA,NA,NA
"exp2",223,"actor",0.1,34,NA,NA,NA
"exp2",223,"actor",0.2,60,NA,NA,NA
"exp2",223,"actor",0.3,67,NA,NA,NA
"exp2",223,"actor",0.4,10,NA,NA,NA
"exp2",223,"actor",0.5,16,NA,NA,NA
"exp2",223,"actor",0.6,20,NA,NA,NA
"exp2",223,"actor",0.7,8,NA,NA,NA
"exp2",223,"actor",0.8,13,NA,NA,NA
"exp2",223,"actor",0.9,13,NA,NA,NA
"exp2",223,"actor",1,19,NA,NA,NA
"exp2",224,"actor",0,50,NA,NA,NA
"exp2",224,"actor",0.1,50,NA,NA,NA
"exp2",224,"actor",0.2,49,NA,NA,NA
"exp2",224,"actor",0.3,76,NA,NA,NA
"exp2",224,"actor",0.4,6,NA,NA,NA
"exp2",224,"actor",0.5,41,NA,NA,NA
"exp2",224,"actor",0.6,2,NA,NA,NA
"exp2",224,"actor",0.7,4,NA,NA,NA
"exp2",224,"actor",0.8,50,NA,NA,NA
"exp2",224,"actor",0.9,50,NA,NA,NA
"exp2",224,"actor",1,50,NA,NA,NA
"exp2",225,"actor",0,100,NA,NA,NA
"exp2",225,"actor",0.1,96,NA,NA,NA
"exp2",225,"actor",0.2,90,NA,NA,NA
"exp2",225,"actor",0.3,38,NA,NA,NA
"exp2",225,"actor",0.4,63,NA,NA,NA
"exp2",225,"actor",0.5,50,NA,NA,NA
"exp2",225,"actor",0.6,32,NA,NA,NA
"exp2",225,"actor",0.7,16,NA,NA,NA
"exp2",225,"actor",0.8,16,NA,NA,NA
"exp2",225,"actor",0.9,8,NA,NA,NA
"exp2",225,"actor",1,0,NA,NA,NA
"exp2",226,"actor",0,32,NA,NA,NA
"exp2",226,"actor",0.1,31,NA,NA,NA
"exp2",226,"actor",0.2,41,NA,NA,NA
"exp2",226,"actor",0.3,40,NA,NA,NA
"exp2",226,"actor",0.4,72,NA,NA,NA
"exp2",226,"actor",0.5,64,NA,NA,NA
"exp2",226,"actor",0.6,76,NA,NA,NA
"exp2",226,"actor",0.7,72,NA,NA,NA
"exp2",226,"actor",0.8,74,NA,NA,NA
"exp2",226,"actor",0.9,95,NA,NA,NA
"exp2",226,"actor",1,97,NA,NA,NA
"exp2",227,"actor",0,55,NA,NA,NA
"exp2",227,"actor",0.1,100,NA,NA,NA
"exp2",227,"actor",0.2,100,NA,NA,NA
"exp2",227,"actor",0.3,100,NA,NA,NA
"exp2",227,"actor",0.4,100,NA,NA,NA
"exp2",227,"actor",0.5,100,NA,NA,NA
"exp2",227,"actor",0.6,100,NA,NA,NA
"exp2",227,"actor",0.7,100,NA,NA,NA
"exp2",227,"actor",0.8,100,NA,NA,NA
"exp2",227,"actor",0.9,100,NA,NA,NA
"exp2",227,"actor",1,100,NA,NA,NA
"exp2",228,"actor",0,50,NA,NA,NA
"exp2",228,"actor",0.1,48,NA,NA,NA
"exp2",228,"actor",0.2,34,NA,NA,NA
"exp2",228,"actor",0.3,50,NA,NA,NA
"exp2",228,"actor",0.4,0,NA,NA,NA
"exp2",228,"actor",0.5,0,NA,NA,NA
"exp2",228,"actor",0.6,1,NA,NA,NA
"exp2",228,"actor",0.7,0,NA,NA,NA
"exp2",228,"actor",0.8,100,NA,NA,NA
"exp2",228,"actor",0.9,100,NA,NA,NA
"exp2",228,"actor",1,84,NA,NA,NA
"exp2",229,"actor",0,0,NA,NA,NA
"exp2",229,"actor",0.1,0,NA,NA,NA
"exp2",229,"actor",0.2,0,NA,NA,NA
"exp2",229,"actor",0.3,0,NA,NA,NA
"exp2",229,"actor",0.4,0,NA,NA,NA
"exp2",229,"actor",0.5,0,NA,NA,NA
"exp2",229,"actor",0.6,1,NA,NA,NA
"exp2",229,"actor",0.7,19,NA,NA,NA
"exp2",229,"actor",0.8,30,NA,NA,NA
"exp2",229,"actor",0.9,70,NA,NA,NA
"exp2",229,"actor",1,94,NA,NA,NA
"exp2",230,"actor",0,100,NA,NA,NA
"exp2",230,"actor",0.1,31,NA,NA,NA
"exp2",230,"actor",0.2,45,NA,NA,NA
"exp2",230,"actor",0.3,50,NA,NA,NA
"exp2",230,"actor",0.4,0,NA,NA,NA
"exp2",230,"actor",0.5,18,NA,NA,NA
"exp2",230,"actor",0.6,72,NA,NA,NA
"exp2",230,"actor",0.7,0,NA,NA,NA
"exp2",230,"actor",0.8,42,NA,NA,NA
"exp2",230,"actor",0.9,23,NA,NA,NA
"exp2",230,"actor",1,0,NA,NA,NA
"exp2",231,"actor",0,50,NA,NA,NA
"exp2",231,"actor",0.1,92,NA,NA,NA
"exp2",231,"actor",0.2,50,NA,NA,NA
"exp2",231,"actor",0.3,40,NA,NA,NA
"exp2",231,"actor",0.4,15,NA,NA,NA
"exp2",231,"actor",0.5,12,NA,NA,NA
"exp2",231,"actor",0.6,11,NA,NA,NA
"exp2",231,"actor",0.7,1,NA,NA,NA
"exp2",231,"actor",0.8,69,NA,NA,NA
"exp2",231,"actor",0.9,59,NA,NA,NA
"exp2",231,"actor",1,91,NA,NA,NA
"exp2",232,"actor",0,100,NA,NA,NA
"exp2",232,"actor",0.1,100,NA,NA,NA
"exp2",232,"actor",0.2,0,NA,NA,NA
"exp2",232,"actor",0.3,0,NA,NA,NA
"exp2",232,"actor",0.4,0,NA,NA,NA
"exp2",232,"actor",0.5,0,NA,NA,NA
"exp2",232,"actor",0.6,0,NA,NA,NA
"exp2",232,"actor",0.7,0,NA,NA,NA
"exp2",232,"actor",0.8,0,NA,NA,NA
"exp2",232,"actor",0.9,100,NA,NA,NA
"exp2",232,"actor",1,100,NA,NA,NA
"exp2",233,"actor",0,50,NA,NA,NA
"exp2",233,"actor",0.1,43,NA,NA,NA
"exp2",233,"actor",0.2,41,NA,NA,NA
"exp2",233,"actor",0.3,35,NA,NA,NA
"exp2",233,"actor",0.4,0,NA,NA,NA
"exp2",233,"actor",0.5,5,NA,NA,NA
"exp2",233,"actor",0.6,1,NA,NA,NA
"exp2",233,"actor",0.7,4,NA,NA,NA
"exp2",233,"actor",0.8,23,NA,NA,NA
"exp2",233,"actor",0.9,21,NA,NA,NA
"exp2",233,"actor",1,28,NA,NA,NA
"exp2",234,"actor",0,50,NA,NA,NA
"exp2",234,"actor",0.1,50,NA,NA,NA
"exp2",234,"actor",0.2,50,NA,NA,NA
"exp2",234,"actor",0.3,50,NA,NA,NA
"exp2",234,"actor",0.4,0,NA,NA,NA
"exp2",234,"actor",0.5,0,NA,NA,NA
"exp2",234,"actor",0.6,0,NA,NA,NA
"exp2",234,"actor",0.7,0,NA,NA,NA
"exp2",234,"actor",0.8,0,NA,NA,NA
"exp2",234,"actor",0.9,100,NA,NA,NA
"exp2",234,"actor",1,100,NA,NA,NA
"exp2",235,"actor",0,100,NA,NA,NA
"exp2",235,"actor",0.1,100,NA,NA,NA
"exp2",235,"actor",0.2,50,NA,NA,NA
"exp2",235,"actor",0.3,50,NA,NA,NA
"exp2",235,"actor",0.4,0,NA,NA,NA
"exp2",235,"actor",0.5,0,NA,NA,NA
"exp2",235,"actor",0.6,0,NA,NA,NA
"exp2",235,"actor",0.7,0,NA,NA,NA
"exp2",235,"actor",0.8,100,NA,NA,NA
"exp2",235,"actor",0.9,100,NA,NA,NA
"exp2",235,"actor",1,100,NA,NA,NA
"exp2",236,"actor",0,0,NA,NA,NA
"exp2",236,"actor",0.1,0,NA,NA,NA
"exp2",236,"actor",0.2,0,NA,NA,NA
"exp2",236,"actor",0.3,0,NA,NA,NA
"exp2",236,"actor",0.4,0,NA,NA,NA
"exp2",236,"actor",0.5,0,NA,NA,NA
"exp2",236,"actor",0.6,0,NA,NA,NA
"exp2",236,"actor",0.7,0,NA,NA,NA
"exp2",236,"actor",0.8,100,NA,NA,NA
"exp2",236,"actor",0.9,100,NA,NA,NA
"exp2",236,"actor",1,100,NA,NA,NA
"exp2",237,"actor",0,0,NA,NA,NA
"exp2",237,"actor",0.1,0,NA,NA,NA
"exp2",237,"actor",0.2,0,NA,NA,NA
"exp2",237,"actor",0.3,0,NA,NA,NA
"exp2",237,"actor",0.4,0,NA,NA,NA
"exp2",237,"actor",0.5,0,NA,NA,NA
"exp2",237,"actor",0.6,0,NA,NA,NA
"exp2",237,"actor",0.7,0,NA,NA,NA
"exp2",237,"actor",0.8,0,NA,NA,NA
"exp2",237,"actor",0.9,0,NA,NA,NA
"exp2",237,"actor",1,0,NA,NA,NA
"exp2",238,"actor",0,50,NA,NA,NA
"exp2",238,"actor",0.1,50,NA,NA,NA
"exp2",238,"actor",0.2,99,NA,NA,NA
"exp2",238,"actor",0.3,11,NA,NA,NA
"exp2",238,"actor",0.4,0,NA,NA,NA
"exp2",238,"actor",0.5,0,NA,NA,NA
"exp2",238,"actor",0.6,0,NA,NA,NA
"exp2",238,"actor",0.7,0,NA,NA,NA
"exp2",238,"actor",0.8,50,NA,NA,NA
"exp2",238,"actor",0.9,100,NA,NA,NA
"exp2",238,"actor",1,50,NA,NA,NA
"exp2",239,"actor",0,67,NA,NA,NA
"exp2",239,"actor",0.1,83,NA,NA,NA
"exp2",239,"actor",0.2,0,NA,NA,NA
"exp2",239,"actor",0.3,45,NA,NA,NA
"exp2",239,"actor",0.4,0,NA,NA,NA
"exp2",239,"actor",0.5,7,NA,NA,NA
"exp2",239,"actor",0.6,36,NA,NA,NA
"exp2",239,"actor",0.7,23,NA,NA,NA
"exp2",239,"actor",0.8,56,NA,NA,NA
"exp2",239,"actor",0.9,17,NA,NA,NA
"exp2",239,"actor",1,54,NA,NA,NA
"exp2",240,"actor",0,100,NA,NA,NA
"exp2",240,"actor",0.1,90,NA,NA,NA
"exp2",240,"actor",0.2,88,NA,NA,NA
"exp2",240,"actor",0.3,92,NA,NA,NA
"exp2",240,"actor",0.4,78,NA,NA,NA
"exp2",240,"actor",0.5,66,NA,NA,NA
"exp2",240,"actor",0.6,94,NA,NA,NA
"exp2",240,"actor",0.7,86,NA,NA,NA
"exp2",240,"actor",0.8,0,NA,NA,NA
"exp2",240,"actor",0.9,2,NA,NA,NA
"exp2",240,"actor",1,0,NA,NA,NA
"exp2",241,"actor",0,50,NA,NA,NA
"exp2",241,"actor",0.1,63,NA,NA,NA
"exp2",241,"actor",0.2,23,NA,NA,NA
"exp2",241,"actor",0.3,50,NA,NA,NA
"exp2",241,"actor",0.4,0,NA,NA,NA
"exp2",241,"actor",0.5,0,NA,NA,NA
"exp2",241,"actor",0.6,0,NA,NA,NA
"exp2",241,"actor",0.7,0,NA,NA,NA
"exp2",241,"actor",0.8,31,NA,NA,NA
"exp2",241,"actor",0.9,0,NA,NA,NA
"exp2",241,"actor",1,0,NA,NA,NA
"exp2",242,"actor",0,0,NA,NA,NA
"exp2",242,"actor",0.1,0,NA,NA,NA
"exp2",242,"actor",0.2,0,NA,NA,NA
"exp2",242,"actor",0.3,0,NA,NA,NA
"exp2",242,"actor",0.4,3,NA,NA,NA
"exp2",242,"actor",0.5,0,NA,NA,NA
"exp2",242,"actor",0.6,0,NA,NA,NA
"exp2",242,"actor",0.7,73,NA,NA,NA
"exp2",242,"actor",0.8,100,NA,NA,NA
"exp2",242,"actor",0.9,95,NA,NA,NA
"exp2",242,"actor",1,100,NA,NA,NA
"exp2",243,"actor",0,0,NA,NA,NA
"exp2",243,"actor",0.1,0,NA,NA,NA
"exp2",243,"actor",0.2,0,NA,NA,NA
"exp2",243,"actor",0.3,0,NA,NA,NA
"exp2",243,"actor",0.4,0,NA,NA,NA
"exp2",243,"actor",0.5,0,NA,NA,NA
